Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Kjønn (product.metafields.custom.kj_nn),Kursholder (product.metafields.custom.kursholder),Kurstype (product.metafields.custom.kurstype),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Aldersgruppe (product.metafields.shopify.age-group),Klubb undersett (product.metafields.shopify.club-subset),Klubbtype (product.metafields.shopify.club-type),Farge (product.metafields.shopify.color-pattern),Golfballtype (product.metafields.shopify.golf-ball-type),Håndside (product.metafields.shopify.hand-side),Materiale (product.metafields.shopify.material),Skofunksjoner (product.metafields.shopify.shoe-features),Skostørrelse (product.metafields.shopify.shoe-size),Målkjønn (product.metafields.shopify.target-gender),Komplimentære produkter (product.metafields.shopify--discovery--product_recommendation.complementary_products),Relaterte produkter (product.metafields.shopify--discovery--product_recommendation.related_products),Innstillinger for relaterte produkter (product.metafields.shopify--discovery--product_recommendation.related_products_display),Søk i produktboostinger (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
odessey-dfx-1-ch-os,Odessey DFX #1 CH OS,"<p><strong>Odyssey DFX #1 CH OS</strong><span> </span>er en smidig<span> </span><strong>bladputter</strong><span> </span>med mye tilgivende egenskaper. Den er face balanced-vektet, noe som passer best for spillere med en rett puttebevegelse. <span>﻿</span>Her er noen detaljer om denne putteren:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Odyssey DFX #1 CH OS</li>
<li>
<strong>Lengde:</strong><span> </span>34 tommer (86,36 cm)</li>
<li>
<strong>Design:</strong><span> </span>DFX #1 CH OS har en klassisk bladform med en kort slant hosel og<span> </span><strong>bold alignment lines</strong><span> </span>for enkel justering av puttingen.</li>
<li>
<strong>Innlegg:</strong><span> </span>DFX-innlegget er Odysseys mykeste noensinne, 20 % mykere enn White Hot, og gir en jevn følelse og god rulling på greenen.</li>
<li>
<strong>Helsvart finish:</strong><span> </span>Putteren har en førsteklasses svart finish som gir den et elegant og diskré utseende fra hodet til innlegget.</li>
</ul>",Callaway,,Utstyr,Golfkøller,true,Size,"34""",,,,,,,,"",0.0,shopify,deny,manual,1699.00,,true,true,,,,,'194518342575,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/1_5aec2081-f10f-43eb-af74-de96d8a096c3.jpg?v=1710752056,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,700.00,active
odessey-dfx-1-ch-os,,,,,,,,,"35""",,,,,,,,"",0.0,shopify,deny,manual,1699.00,,true,true,,,,,'194518342599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,700.00,
titleist-tsi2-links-10-grader-driver,Titleist TSi2 links 10 grader driver,"<p><strong>Titleist TSi2</strong>-driveren er designet for spillere som søker<span> </span><strong>utrolig hastighet</strong><span> </span>og<span> </span><strong>presisjon</strong><span> </span>over hele slagflaten. Her er noen viktige detaljer om denne modellen:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Titleist TSi2</li>
<li>
<strong>Hodestørrelse:</strong><span> </span>460 cc</li>
<li>
<strong>Tilgjengelige lofter:</strong><span> </span>9.0°, 10.0°, 11.0°</li>
</ul>
<p>Andre spesifikasjoner:</p>
<ul>
<li>
<strong>Chassis:</strong><span> </span>TSi2 har et<span> </span><strong>Speed Chassis</strong><span> </span>laget av<span> </span><strong>ultratynt titan</strong>.</li>
<li>
<strong>Innlegg:</strong><span> </span>DFX-innlegget er mykere enn det legendariske White Hot-innlegget, noe som gir en jevn følelse og god rulling på greenen.</li>
<li>
<strong>Justerbar hosel:</strong><span> </span><strong>SureFit Hosel</strong><span> </span>gir muligheten til å tilpasse loft og lie uavhengig av hverandre.</li>
<li>
<strong>Skaftalternativer:</strong><span> </span>Flere alternativer, inkludert Kuro Kage Black DC, Tensei AV Blue RAW, HZRDUS Smoke Black RDX, Tensei AV White Raw og Premium Tour AD-serien.</li>
</ul>",Titleist,,Utstyr,Golfkøller,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,4499.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0680/4255/5650/files/3_261e94f6-20f7-41ad-8bd8-fd5bb8da1a24.jpg?v=1710752534,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
titleist-tsi2-links-16-5-grader-fairwaywood,"Titleist TSi2 links 16,5 grader fairwaywood","<p><strong>Titleist TSi2</strong>-fairwaywooden er designet for å gi<span> </span><strong>utrolig hastighet</strong><span> </span>og<span> </span><strong>presisjon</strong><span> </span>over hele slagflaten. Her er noen viktige detaljer om denne modellen:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Titleist TSi2</li>
<li>
<strong>Tilgjengelige lofter:</strong><span> </span>16,5° og andre alternativer</li>
</ul>
<p>Andre spesifikasjoner:</p>
<ul>
<li>
<strong>ARC-teknologi:</strong><span> </span>TSi2 har den fjerde generasjonen av<span> </span><strong>ARC-teknologi</strong>, som gir større fleksibilitet over slagflaten ved treff og raskere ballhastigheter.</li>
<li>
<strong>Lavt tyngdepunkt:</strong><span> </span>Dette bidrar til enklere lansering og tilgivelse.</li>
<li>
<strong>Utseende:</strong><span> </span>TSi2 har en klassisk Titleist-form og en moderne TSi-justeringsstempel på kronen.</li>
<li>
<strong>Tilgivelse:</strong><span> </span>TSi2 er en av de mest tilgivende fairwaywoodene på markedet.</li>
<li>
<strong>Konsistent ballbane og spinn:</strong><span> </span>TSi2 gir forutsigbare resultater.</li>
</ul>",Titleist,,Utstyr,Golfkøller,true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,2795.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/TSI2fairwaywood.jpg?v=1710924772,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
titleist-tsr1-driver-12-grader,Titleist TSR1 Driver 12 grader,"<p><strong>Titleist TSR1 Driver</strong><span> </span>er en<span> </span><strong>ultralett</strong><span> </span>driver designet for golfere med<span> </span><strong>moderat svinghastighet</strong>. La oss utforske noen viktige detaljer om denne driveren:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Titleist TSR1</li>
<li>
<strong>Hodestørrelse:</strong><span> </span>460 cc</li>
<li>
<strong>Tilgjengelige loft:</strong><span> </span>9.0°, 10.0°, 12.0°</li>
</ul>
<p>Andre spesifikasjoner:</p>
<ul>
<li>
<strong>Ultralett konfigurasjon:</strong><span> </span>TSR1 er strategisk utformet for å være så lett som mulig uten å ofre maksimal lansering og lengde.</li>
<li>
<strong>Multi-Plateau Variable Face Thickness (VFT) design:</strong><span> </span>Denne konstruksjonen gir en stor sweet spot over hele slagflaten, noe som gir fantastisk tilgivelse og ballhastighet.</li>
<li>
<strong>Sentrert tyngdepunkt (CG):</strong><span> </span>TSR1 har et dypt tyngdepunkt som er nesten perfekt sentrert mot slagflaten, noe som gir høyere lansering og eksepsjonell ballhastighet.</li>
<li>
<strong>SureFit Hosel-justerbarhet:</strong><span> </span>Perfekt tilpasning for optimal ytelse.</li>
<li>
<strong>MMT™ SPEEDMESH-skaft:</strong><span> </span>Ultralett hastighet med fokusert stabilitet og energioverføring ved treff.</li>
</ul>",Titleist,Sporting Goods > Outdoor Recreation > Golf,Utstyr,Golfkøller,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,5850.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0680/4255/5650/files/Designutennavn_33.jpg?v=1710752619,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
titleist-tsr2-driver-10-grader,Titleist TSR2 Driver 10 grader,"<p><strong>Titleist TSR2 Driver</strong><span> </span>er en<span> </span><strong>ultralett</strong><span> </span>driver designet for golfere med<span> </span><strong>moderat svinghastighet</strong>. Den kombinerer en<span> </span><strong>slankere form</strong><span> </span>med<span> </span><strong>økt hastighet</strong><span> </span>over hele slagflaten. Her er noen nøkkeldetaljer om denne driveren:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Titleist TSR2</li>
<li>
<strong>Hodestørrelse:</strong><span> </span>460 cc</li>
<li>
<strong>Tilgjengelige lofter:</strong><span> </span>9.0°, 10.0°, 11.0°</li>
</ul>
<p>Andre spesifikasjoner:</p>
<ul>
<li>
<strong>Multi-Plateau Variable Face Thickness Design:</strong><span> </span>Denne konstruksjonen gir en nesten konstant CT (karakteristisk tid) over hele treffflaten. Uansett om du treffer midt i eller utenfor sweetspot, gir det fantastisk tilgivelse og ballhastighet.</li>
<li>
<strong>Optimalisert hastighet og stabilitet:</strong><span> </span>TSR2 har en CG (tyngdepunkt) som er både lavere og mer fremover for økt ballhastighet, samtidig som lansering og spinn forbedres.</li>
<li>
<strong>SureFit-justerbarhet:</strong><span> </span>Perfekt tilpasning for optimal ytelse.</li>
<li>
<strong>Premium skaftalternativer:</strong><span> </span>Velg mellom ulike høytytende skaft fra anerkjente produsenter.</li>
</ul>",Titleist,Sporting Goods > Outdoor Recreation > Golf,Utstyr,Golfkøller,true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,5350.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/7_a66c1173-990a-44e9-b618-d58a64d6d2a4.jpg?v=1710752579,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
titleist-tsr3-driver-9-grader,Titleist TSR3 Driver 9 grader,"<p><strong>Titleist TSR2 Driver</strong><span> </span>er en<span> </span><strong>ultralett</strong><span> </span>driver designet for golfere med<span> </span><strong>moderat svinghastighet</strong>. Den kombinerer en<span> </span><strong>slankere form</strong><span> </span>med<span> </span><strong>økt hastighet</strong><span> </span>over hele slagflaten. Her er noen nøkkeldetaljer om denne driveren:</p>
<ul>
<li>
<strong>Modell:</strong><span> </span>Titleist TSR2</li>
<li>
<strong>Hodestørrelse:</strong><span> </span>460 cc</li>
<li>
<strong>Tilgjengelige lofter:</strong><span> </span>9.0°, 10.0°, 11.0°</li>
<li>
<a data-citationid=""51816bae-d2d9-60f6-9ab9-29186af43e2d-16-group"" class=""tooltip-target"" href=""https://www.titleist.com/product/tsr2-driver/657C.html"" h=""ID=discoverbing,5015.1""><strong>Pris:</strong><span> </span>$599<span> </span></a><a rel=""noopener"" aria-label=""1: Pris:"" data-citationid=""51816bae-d2d9-60f6-9ab9-29186af43e2d-16"" class=""ac-anchor sup-target"" href=""https://www.titleist.com/product/tsr2-driver/657C.html"" h=""ID=discoverbing,5015.1"" target=""_blank""><sup class=""citation-sup"">1</sup></a>.</li>
</ul>
<p>Andre spesifikasjoner:</p>
<ul>
<li>
<strong>Multi-Plateau Variable Face Thickness Design:</strong><span> </span>Denne konstruksjonen gir en nesten konstant CT (karakteristisk tid) over hele treffflaten. Uansett om du treffer midt i eller utenfor sweetspot, gir det fantastisk tilgivelse og ballhastighet.</li>
<li>
<strong>Optimalisert Speed &amp; Stability:</strong><span> </span>CG (tyngdepunkt) har blitt flyttet både lavere og mer fremover for å øke ballhastigheten samtidig som lansering og spinn forbedres.</li>
<li>
<strong>SureFit-justerbarhet:</strong><span> </span>En driver som passer bedre, presterer bedre. SureFit-systemet gir en fitter muligheten til å matche TSR2s ytelse til behovene til hver enkelt spiller, slik at du kan oppnå renere og mer konsistent kontakt.</li>
<li>
<strong>Eksepsjonelle tilpasnings alternativer:</strong><span> </span>De utvalgte aksjene for TSR representerer et komplett spekter av høytytende alternativer fra anerkjente produsenter. Hver spiller og svingprofil kan tilpasses til en ideell match.</li>
</ul>",Titleist,Sporting Goods > Outdoor Recreation > Golf,Utstyr,Golfkøller,true,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,5750.00,6499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/TitleistTSR3driver.jpg?v=1710925228,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3815.00,active
titleist-tsr1-wood,Titleist TSR1 wood,"<div class=""m-section-header"" data-mce-fragment=""1"">
<p class=""section-label"" data-mce-fragment=""1"">TSR1 FAIRWAY</p>
<h2 class=""ext-h1"" data-mce-fragment=""1""><a href=""https://www.titleist.com/locator?searchtype=fit"" data-mce-fragment=""1"" data-mce-href=""https://www.titleist.com/locator?searchtype=fit"">ULTRA-LIGHTWEIGHT SPEED &amp; LAUNCH</a></h2>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">The optimized, lightweight configuration of Titleist TSR1 Fairways makes it easier to generate more speed. A new open hosel construction allows CG to shift lower and deeper for easier launch and more forgiveness.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Benefits</strong></span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Maximized Launch &amp; Distance</li>
<li data-mce-fragment=""1"">Exceptional Forgiveness</li>
<li data-mce-fragment=""1"">Player-Preferred Shape, Sound &amp; Feel</li>
</ul>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features</strong></span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Ultra-Lightweight Configuration</li>
<li data-mce-fragment=""1"">Low, Face-Centered CG (Center of Gravity)</li>
<li data-mce-fragment=""1"">High-Strength Carpenter Stainless Steel</li>
<li data-mce-fragment=""1"">SureFit Adjustability</li>
</ul>",Titleist,Sporting Goods > Outdoor Recreation > Golf,Utstyr,Golfkøller,true,Grader,15,,,,,,,,"",0.0,shopify,deny,manual,3299.00,3599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0680/4255/5650/files/Titleist-TSR1-Fairway-Wood1-768x522.jpg?v=1710924979,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,active
titleist-tsr1-wood,,,,,,,,,18,,,,,,,,"",0.0,shopify,deny,manual,3299.00,3599.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
titleist-tsr1-wood,,,,,,,,,20,,,,,,,,"",0.0,shopify,deny,manual,3299.00,3599.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
titleist-tsr1-wood,,,,,,,,,23,,,,,,,,"",0.0,shopify,deny,manual,3299.00,3599.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
kopi-av-titleist-tsr2-wood,Titleist TSR2 wood,"<div class=""m-section-header"" data-mce-fragment=""1"">
<div class=""m-section-header"">
<p class=""section-label"">TSR2 FAIRWAY</p>
<h2 class=""ext-h1""><a href=""https://www.titleist.com/locator?searchtype=fit"">HIGH, FAR, FORGIVING</a></h2>
</div>
<p><span>Go low to get more. Titleist TSR2 Fairways feature our lowest CG ever for speed and launch without creating excessive backspin. A new Open Hosel Construction contributes to a powerful new sound and feel that make TSR2 an instant favorite for many players.</span></p>
<p><span><strong>Benefits</strong></span></p>
<ul>
<li><span>High, Consistent Flight</span></li>
<li>Exceptional Forgiveness</li>
<li>Optimized Speed</li>
<li>Player-Preferred Shape, Sound &amp; Feel</li>
</ul>
<p><span><strong>Features</strong></span></p>
<ul>
<li>Ultra-Low, Face-Centered CG (Center of Gravity)</li>
<li>Open Hosel Construction</li>
<li>High-Strength Carpenter Stainless Steel</li>
<li>SureFit Adjustability</li>
</ul>
</div>
<ul data-mce-fragment=""1""></ul>",Titleist,Sporting Goods > Outdoor Recreation > Golf,Utstyr,Golfkøller,true,Grader,15,,,,,,,,"",0.0,shopify,deny,manual,3399.00,3599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0680/4255/5650/files/Titleist-TSR1-Fairway-Wood1-768x522_b6b4c931-6ee2-46f2-bbf8-064173dee523.jpg?v=1710925142,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,active
kopi-av-titleist-tsr2-wood,,,,,,,,,16.5,,,,,,,,"",0.0,shopify,deny,manual,3399.00,3599.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
kopi-av-titleist-tsr2-wood,,,,,,,,,18,,,,,,,,"",0.0,shopify,deny,manual,3399.00,3599.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
kopi-av-titleist-tsr2-wood,,,,,,,,,21,,,,,,,,"",0.0,shopify,deny,manual,3399.00,3599.00,true,true,,,,,'3000849840656443108583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
titleist-tsr3-wood,Titleist TSR3 wood,"<div class=""m-section-header"" data-mce-fragment=""1"">
<div class=""m-section-header"">
<p class=""section-label"">TSR3 FAIRWAY</p>
<h2 class=""ext-h1""><a href=""https://www.titleist.com/locator?searchtype=fit"">PRECISION-TUNED PERFORMANCE</a></h2>
</div>
<p><span>Dial in your performance with the ultimate in adjustability. TSR3 Fairways feature a new, easier to adjust 5-position SureFit Adjustable CG Track System that offers both a wider adjustment range and greater precision. A deeper CG improves accuracy.</span></p>
<p><span><strong>Benefits</strong></span></p>
<ul>
<li><span>Exceptional Versatility</span></li>
<li><span>Precise Flight Control</span></li>
<li>Improved Accuracy</li>
<li>Player-Preferred Shape, Sound &amp; Feel</li>
</ul>
<p><span><strong>Features</strong></span></p>
<ul>
<li>Performance-Tuned Adjustability</li>
<li>Low, Face-Centered CG (Center of Gravity)</li>
<li>High-Strength Carpenter Stainless Steel</li>
<li>SureFit Adjustability</li>
</ul>
</div>
<ul data-mce-fragment=""1""></ul>",Titleist,Sporting Goods > Outdoor Recreation > Golf,Utstyr,Golfkøller,true,grader,13.5,,,,,,,,"",0.0,shopify,deny,manual,3399.00,3599.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0680/4255/5650/files/tsr3_fairway_face.-x1000.png?v=1710925386,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,active
titleist-tsr3-wood,,,,,,,,,15,,,,,,,,"",0.0,shopify,deny,manual,3399.00,3599.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
titleist-tsr3-wood,,,,,,,,,16.5,,,,,,,,"",0.0,shopify,deny,manual,3399.00,3599.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
titleist-tsr3-wood,,,,,,,,,18,,,,,,,,"",0.0,shopify,deny,manual,3399.00,3599.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2105.00,
titleist-tsr2-hybrid,Titleist TSR2 Hybrid,"<div class=""m-section-header"" data-mce-fragment=""1"">
<p class=""section-label"" data-mce-fragment=""1"">TSR2 HYBRID</p>
<h2 class=""ext-h1"" data-mce-fragment=""1""><a href=""https://www.titleist.com/locator?searchtype=fit"" data-mce-fragment=""1"" data-mce-href=""https://www.titleist.com/locator?searchtype=fit"">FORGIVING SPEED &amp; PERFORMANCE</a></h2>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Built to be trusted. Every improvement to the TSR2 Hybrid – from the extended blade length to the deeper CG to the refined sole shape – is designed to make it an even more forgiving, faster feeling, long-distance performer ready to come through in the clutch.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Benefits</strong></span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">High Launch &amp; Long Distance</li>
<li data-mce-fragment=""1"">Exceptional Forgiveness</li>
<li data-mce-fragment=""1"">Enhanced Turf Interaction</li>
<li data-mce-fragment=""1"">Player-Preferred Sound &amp; Feel</li>
</ul>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features</strong></span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Longer Blade Length</li>
<li data-mce-fragment=""1"">Deep &amp; Low CG (Center of Gravity)</li>
<li data-mce-fragment=""1"">Sole Relief Pockets</li>
<li data-mce-fragment=""1"">SureFit Adjustability</li>
</ul>",Titleist,,Utstyr,Golfkøller,true,Grader,24,,,,,,,,"",0.0,shopify,deny,manual,2999.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0680/4255/5650/files/Titleist-TSR2-Hybrid-Review-2-1536x1075.jpg?v=1710925070,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
titleist-tsr2-hybrid,,,,,,,,,21,,,,,,,,"",0.0,shopify,deny,manual,2999.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
titleist-t100-jernsett-5-pw-stal,Titleist T100 jernsett 5-PW (stål),"<div class=""m-section-header"" data-mce-fragment=""1"">
<p class=""section-label"" data-mce-fragment=""1"">T100 IRONS</p>
<h2 class=""ext-h1"" data-mce-fragment=""1""><a href=""https://www.titleist.com/locator?searchtype=fit"" data-mce-fragment=""1"" data-mce-href=""https://www.titleist.com/locator?searchtype=fit"">THE MODERN TOUR IRON</a></h2>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Feel is essential for the best players in the game. The refined, fully forged dual-cavity construction of Titleist T100 produces a more solid feel at impact, while the precision CNC face milling process leads to more consistent contact for greater control.</span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Enhanced Feel</li>
<li data-mce-fragment=""1"">Refined Construction</li>
<li data-mce-fragment=""1"">Vokey-Influenced Variable Bounce Sole</li>
<li data-mce-fragment=""1"">Dual D18 Tungsten Weighting</li>
</ul>",Titleist,,Utstyr,Golfkøller,true,Skaft,AMT White S-300,,,,,,,,"",0.0,shopify,continue,manual,12599.00,13980.00,true,true,,,,,'196665405561,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/Tserien.jpg?v=1710924410,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8070.00,active
titleist-t100-jernsett-5-pw-stal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/EC46437F-FF9F-47E9-BE6A-D15C6265EE43.jpg?v=1711018985,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titleist-t100-jernsett-5-pw-stal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/DC898BDB-A8E7-4AF3-9C3A-140E0B1E9D97.jpg?v=1711018984,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titleist-t150-jernsett-5-pw-stal,Titleist T150 jernsett 5-PW (stål),"<div class=""m-section-header"" data-mce-fragment=""1"">
<div class=""m-section-header"">
<p class=""section-label"">T150 IRONS</p>
<h2 class=""ext-h1""><a href=""https://www.titleist.com/locator?searchtype=fit"">THE FASTER TOUR IRON</a></h2>
</div>
<p><span>Inspired by the player’s performance and feel of <a href=""/product/t100/554C.html"" data-mce-href=""/product/t100/554C.html"">T100</a> but forged into a more confidence-inducing shape, T150 is a modern Tour iron with dialed-up speed for players seeking a little more distance.</span></p>
<p><span></span><strong>Features</strong><br></p>
<ul>
<li>Enhanced Feel</li>
<li>Player-Refined Shape</li>
<li>Vokey-Influenced Variable Bounce Sole</li>
<li>Dual D18 Tungsten Weighting</li>
</ul>
</div>
<ul data-mce-fragment=""1""></ul>",Titleist,,Utstyr,Golfkøller,true,Skaft,PROJECT X LZ 6.0 120g,,,,,,,,"",0.0,shopify,continue,manual,13999.00,,true,true,,,,,'196665405622,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/Tserien_3552fc1a-9855-496b-99db-0129ee59f866.jpg?v=1710924433,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
titleist-t150-jernsett-5-pw-stal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/5E739034-20D0-4160-8F5E-A7E9E6480384.jpg?v=1711019014,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titleist-t200-jernsett-5-pw-stal,Titleist T200 jernsett 5-PW (stål),"<div class=""m-section-header"" data-mce-fragment=""1"">
<div class=""m-section-header"">
<p class=""section-label"">T200 IRONS</p>
<h2 class=""ext-h1""><a href=""https://www.titleist.com/locator?searchtype=fit"">THE TOUR'S DISTANCE IRON</a></h2>
</div>
<p><span>With the new T200 irons, distance has never felt so good. Built with a forged face, hollow-body construction and shaped by Tour technologies, it delivers incredible launch and forgiveness in a pure player’s design.</span></p>
<p><span></span><strong>Features</strong><br></p>
<ul>
<li>Enhanced Feel</li>
<li>Player-Validated Shape<br>
</li>
<li>Vokey-Influenced Variable Bounce Sole</li>
<li>Dual D18 Tungsten Weighting</li>
</ul>
</div>
<ul data-mce-fragment=""1""></ul>",Titleist,,Utstyr,Golfkøller,true,Skaft,AMT Black S-300,,,,,,,,"",0.0,shopify,continue,manual,12599.00,,true,true,,,,,'196665405684,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/Tserien_35d15fa9-32db-4e4e-b46f-96da6e2a0245.jpg?v=1710924461,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
titleist-t200-jernsett-5-pw-stal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/0530C97E-AA5E-46F9-ADB1-FD9E1CC0D030.jpg?v=1711019033,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titleist-t350-jernsett-5-pw-stal,Titleist T-serien enkelt køller single clubs,"<p>T350, T200, T150, T100 serien. Her selges enkelt køller</p>",Titleist,,Utstyr,Golfkøller,true,Skaft,Stål,,,,,,,,"",0.0,shopify,continue,manual,2330.00,,true,true,,,,,'196665405769,https://cdn.shopify.com/s/files/1/0680/4255/5650/files/Tserien_70ab2151-40cd-45cc-9f8a-d79466d735d9.jpg?v=1710924484,1,"",false,,,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
titleist-t350-jernsett-5-pw-stal,,,,,,,,,Graphite,,,,,,,,"",0.0,shopify,continue,manual,2500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0680/4255/5650/files/565F1D3A-D29F-440A-B338-C40B6BFD9694.jpg?v=1711018944,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
